"[Missionay, Cannibals, boat] on left",time_spent
"[3, 3, 1]",1.3845392999999997
"[3, 1, 0]",0.5343713999999999
"[3, 2, 1]",0.5583258
"[3, 0, 0]",0.9893786000000002
"[3, 1, 1]",0.5413592000000005
"[1, 1, 0]",1.5115537999999997
"[2, 2, 1]",0.8132511999999998
"[0, 2, 0]",0.7115010000000002
"[0, 3, 1]",0.3889687999999998
"[0, 1, 0]",0.33332350000000055
"[0, 2, 1]",0.4872993999999995
